Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Sales,Profit after tax,OPM,Dividend yield,Price to book value,Return on equity,Earnings yield,Sales growth,Profit growth,EVEBITDA,Sales growth 3Years,PEG Ratio
Munoth Fin.Serv.,531821,,INE348D01019,Finance,Other Financial Services,57.70,29.63,,0.38,-1.64,-336.84,0.00,2.98,-10.83,-4.25,-55.29,-310.00,-23.52,-7.02,
Murudesh.Ceramic,515037,MURUDCERA,INE692B01014,Consumer Durables,Ceramics,29.66,179.58,17.73,209.41,10.13,15.77,1.69,0.47,3.00,8.56,1.88,1.71,7.43,6.28,0.91
Music Broadcast,540366,RADIOCITY,INE919I01024,Entertainment,Media & Entertainment,6.28,217.09,,169.65,-41.94,-21.92,0.00,0.49,-11.31,-14.31,-24.33,-8.68,-25.58,-4.28,
Muthoot Cap.Serv,511766,MUTHOOTCAP,INE296G01013,Finance,Non Banking Financial Company (NBFC),241.72,397.57,15.81,630.52,25.14,54.66,0.00,0.59,1.86,11.05,22.00,-16.97,8.87,12.16,-0.34
Muthoot Finance,533398,MUTHOOTFIN,INE414G01012,Finance,Non Banking Financial Company (NBFC),2913.80,116979.88,10.29,33430.70,11373.20,82.53,1.03,2.88,30.92,10.38,50.65,84.79,9.59,37.91,0.24
Muthoot Microfin,544055,MUTHOOTMF,INE046W01019,Finance,Microfinance Institutions,205.29,3500.03,14.26,2479.59,245.42,50.47,0.00,1.23,6.22,10.12,0.93,174.47,9.54,18.45,10.41
MV Electrosystems,544851,MVELECTRO,INE0OWZ01020,Industrial Manufacturing,Industrial Products,729.70,1990.82,,49.40,-12.63,-19.53,0.00,,-31.39,-0.62,-21.10,-1248.18,-220.19,-10.14,
My Money Sec.,538862,,INE232L01018,Capital Markets,Stockbroking & Allied,37.84,63.57,9.04,1.70,7.03,72.94,0.00,2.07,14.67,12.55,385.71,263.49,7.79,-21.96,0.06
My Mudra Fin.,,MYMUDRA,INE0RVQ01016,Finance,Other Financial Services,72.00,82.02,6.84,117.79,12.00,16.21,0.00,1.25,20.20,22.38,46.01,33.19,4.11,30.04,0.13
Mysore Petro,506734,MYSORPETRO,INE741A01011,Chemicals & Petrochemicals,Trading - Chemicals,127.12,83.69,7.77,56.40,10.77,-15.55,1.57,0.37,0.21,16.87,86.45,-17.15,5.78,41.55,-0.11
N D Metal Inds.,512024,,INE643D01013,Non - Ferrous Metals,Copper,75.00,18.60,77.50,0.10,0.24,-550.00,0.00,5.65,4.89,1.21,100.00,-17.24,50.21,-12.64,-13.14
N G Industries,530897,,INE825C01018,Healthcare Services,Healthcare Service Provider,115.80,38.80,20.10,16.91,1.93,11.06,3.02,1.16,4.80,6.23,2.18,-74.06,13.01,-4.30,2.96
N K Industries,519494,NKIND,INE542C01019,Agricultural Food & other Products,Edible Oil,57.10,34.32,,11.34,-3.58,-9.08,0.00,,,-10.00,-30.68,17.32,-33.49,-11.21,
N R Agarwal Inds,516082,NRAIL,INE740D01017,"Paper, Forest & Jute Products",Paper & Paper Products,584.00,993.92,15.05,2340.26,66.02,9.92,0.34,1.22,6.04,9.18,32.65,114.35,7.67,6.70,-0.69
N R Vandana,,NRVANDANA,INE104101014,Textiles & Apparels,Garments & Apparels,69.90,162.83,15.57,304.15,10.46,7.82,0.00,2.39,20.72,9.52,12.32,27.41,10.36,15.92,0.19
N S D L,544467,,INE301O01023,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",812.85,16257.00,41.87,1734.56,388.30,25.15,0.49,6.86,17.36,3.32,24.35,9.40,27.38,14.40,2.30
N2N Technologies,512279,,INE043F01011,Commercial Services & Supplies,Diversified Commercial Services,32.19,10.39,,1.14,-2.90,-252.63,0.00,2.52,-54.30,-26.32,-16.79,-304.23,-3.83,29.99,
Naapbooks,543351,,INE0GOA01018,IT - Software,Computers - Software & Consulting,135.20,160.11,19.29,17.55,8.30,65.98,0.00,3.28,20.67,6.94,44.09,85.27,13.61,49.90,0.14
Nacdac Infra.,544313,,INE0LB101011,Construction,Civil Construction,24.39,25.67,5.79,63.19,4.43,9.26,0.00,0.89,16.71,21.74,30.07,7.00,4.42,75.35,0.06
NACL Industries,524709,NACLIND,INE295D01020,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,166.84,3908.12,150.78,1519.43,25.92,6.98,0.00,5.72,2.37,1.82,11.90,129.61,38.18,-9.19,-3.12
Nag. Agri Tech.,531832,,INE793H01017,Agricultural Food & other Products,Other Agricultural Products,40.50,124.15,96.99,52.59,1.34,4.45,0.00,0.81,0.88,1.47,,,65.52,,
Naga Dhunseri,,NDGL,INE756C01015,Finance,Non Banking Financial Company (NBFC),2787.70,278.77,,438.16,-4.93,-4.13,0.09,0.22,-1.06,0.56,141.90,-111.15,22.38,248.46,
Nagarjuna Fert.,539917,NAGAFERT,INE454M01024,Fertilizers & Agrochemicals,Fertilizers,2.05,122.60,,6.53,-14.82,-247.78,0.00,,,-7.96,-103.89,57.16,-18.00,-89.50,
Nagpur Power,532362,,INE099E01016,Ferrous Metals,Ferro & Silica Manganese,203.00,265.93,,85.62,-2.68,-0.18,0.00,3.20,-2.55,0.21,30.56,-205.93,78.75,24.27,
Nagreeka Cap.,532895,NAGREEKCAP,INE245I01016,Finance,Investment Company,23.25,29.33,3.97,63.39,7.38,28.27,0.00,1.03,29.84,14.55,32.64,-58.52,6.86,31.44,0.13
Nagreeka Exports,521109,NAGREEKEXP,INE123B01028,Textiles & Apparels,Other Textile Products,24.10,75.31,23.68,594.70,3.18,3.20,0.00,0.47,1.96,7.02,32.83,17.34,12.00,9.58,-17.16
Nahar Capital,532952,NAHARCAP,INE049I01012,Finance,Investment Company,261.75,438.33,3.68,31.56,119.09,56.88,0.57,0.27,3.98,23.29,24.94,140.05,4.24,-5.77,-0.23
Nahar Indl. Ent.,519136,NAHARINDUS,INE289A01011,Textiles & Apparels,Other Textile Products,137.63,594.64,8.13,1336.45,73.13,5.54,0.00,0.57,5.11,10.87,-14.56,213.73,6.69,-7.40,-2.13
Nahar Poly,523391,NAHARPOLY,INE308A01027,Industrial Products,Packaging,244.54,601.27,8.32,667.37,72.29,14.16,0.61,0.69,9.27,12.88,-3.96,26.18,5.66,-0.88,0.39
Nahar Spinning,500296,NAHARSPING,INE290A01027,Textiles & Apparels,Other Textile Products,289.80,1045.17,13.68,3364.75,76.39,6.74,0.35,0.69,1.24,7.64,2.49,207.65,8.18,4.78,-0.31
Nakoda Group,541418,NGIL,INE236Y01012,Food Products,Packaged Foods,40.58,71.17,43.66,44.85,1.63,11.06,0.00,2.46,5.28,4.28,0.76,155.82,16.95,-7.32,2.41
Nalin Lease Fin.,531212,,INE606C01012,Finance,Non Banking Financial Company (NBFC),40.54,26.59,7.91,6.79,3.36,60.38,0.00,0.70,8.68,13.97,2.41,5.66,6.91,3.93,4.55
Nalwa Sons Invst,532256,NSIL,INE023A01030,Finance,Investment Company,5721.50,2940.85,53.10,98.43,55.38,77.18,0.00,0.19,0.34,2.66,-19.76,27.78,37.60,-8.85,-3.39
Nam Securities,538395,,INE792G01011,Finance,Other Financial Services,83.72,45.14,250.78,54.33,0.18,0.50,0.00,3.93,1.23,0.50,14.74,-25.00,126.74,-17.60,3.74
Naman Industries Proxima,,NAMAN,INE0RJM01010,Consumer Durables,"Furniture, Home Furnishing",40.10,52.39,,142.51,-2.28,0.91,0.00,0.68,-2.91,-0.57,-8.43,-136.42,20.18,-1.66,
Namo eWaste,,NAMOEWASTE,INE08NZ01012,Other Utilities,Waste Management,274.10,626.80,43.68,194.59,14.35,11.59,0.00,6.08,14.95,3.36,29.87,68.23,27.20,,
Nanavati Venture,543522,,INE0E5R01017,Non - Ferrous Metals,Precious Metals,82.30,38.43,549.00,18.68,0.07,0.96,0.00,1.71,0.31,0.42,115.21,-69.57,213.39,5.32,-18.59
Nandan Denim,532641,NDL,INE875G01048,Textiles & Apparels,Other Textile Products,2.83,407.94,11.11,2446.59,36.73,3.35,0.00,0.63,5.22,10.51,-36.83,-1.18,5.17,12.32,0.02
Nandani Creation,,JAIPURKURT,INE696V01013,Textiles & Apparels,Garments & Apparels,25.33,48.36,27.17,117.93,1.78,6.63,0.00,0.75,3.17,7.86,49.75,-39.46,10.07,35.47,0.20
Nanta Tech,544668,,INE0YJA01011,Consumer Durables,Consumer Electronics,324.55,166.50,20.38,70.10,8.17,16.39,0.00,3.33,25.50,6.55,36.81,73.46,14.63,,
Naperol Invest.,500298,,INE585A01020,Finance,Investment Company,694.30,399.01,36.98,32.94,10.79,34.00,2.81,0.43,1.03,2.83,46.27,-1.55,35.32,141.83,0.14
NAPS Global,544373,,INE0VNH01014,Textiles & Apparels,Other Textile Products,58.50,25.92,16.72,122.47,1.55,1.85,0.00,1.40,8.75,10.30,72.40,4.03,9.44,67.87,0.19
Narayana Hrudaya,539551,NH,INE410P01011,Healthcare Services,Hospital,1858.50,37980.46,44.06,9072.40,861.98,19.21,0.24,8.37,20.54,3.20,59.61,8.93,22.49,20.39,3.70
Narendra Prop.,531416,,INE603F01012,Realty,"Residential, Commercial Projects",38.55,27.40,13.11,3.63,2.09,-30.03,2.59,0.70,5.15,11.78,-64.09,18.08,8.25,-17.15,-0.57
Narmada Agrobase,543643,NARMADA,INE117Z01029,Food Products,Animal Feed,13.51,102.50,28.55,89.56,3.59,5.15,0.00,1.73,6.70,5.49,38.85,-12.22,17.54,16.16,0.35
Narmada Gelatine,526739,,INE869A01010,Chemicals & Petrochemicals,Specialty Chemicals,462.40,279.73,8.84,226.01,31.65,20.13,2.38,1.98,21.81,15.31,18.04,71.54,6.11,4.07,0.34
Narmada Macplast,517431,,INE060D01028,Industrial Products,Plastic Products - Industrial,23.98,86.88,50.22,13.90,1.73,16.83,0.04,9.24,19.63,2.69,37.90,-70.07,37.12,9.93,0.11
Narmadesh Brass,544680,,INE0S1B01014,Industrial Products,Other Industrial Products,318.00,98.61,27.78,95.22,3.55,4.81,0.00,1.85,10.46,5.09,8.55,-37.39,16.61,16.67,0.49
Natco Pharma,524816,NATCOPHARM,INE987B01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,828.65,14841.94,12.97,3484.60,1144.30,30.19,0.60,1.61,16.86,8.22,-20.73,-32.59,10.40,14.64,0.49
Nath Bio-Genes,537291,NATHBIOGEN,INE448G01010,Agricultural Food & other Products,Other Agricultural Products,153.12,290.99,8.59,489.80,33.87,10.07,1.31,0.43,5.47,15.06,21.02,9.40,6.17,23.88,7.60
Nath Industries,502587,,INE777A01023,"Paper, Forest & Jute Products",Paper & Paper Products,49.51,94.07,13.98,533.81,6.73,4.23,0.00,0.36,2.60,11.31,17.55,-48.86,6.05,7.11,0.39
National Fitting,531289,,INE643C01015,Industrial Products,Iron & Steel Products,234.65,213.14,20.44,97.95,10.43,14.13,0.43,2.39,11.29,8.62,17.21,29.57,9.74,2.04,0.67
National High,543385,NHIT,INE0H7R23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",171.00,33120.15,41.48,4563.19,798.55,79.97,2.47,1.40,3.00,3.77,61.64,110.83,15.49,83.66,1.07
National Perox.,544205,,INE0PO601011,Chemicals & Petrochemicals,Commodity Chemicals,638.00,366.66,19.69,319.13,18.62,12.10,1.10,1.01,1.76,6.75,14.16,389.13,7.88,-8.41,-0.49
National Plastic,531287,,INE896D01017,Industrial Products,Plastic Products - Industrial,217.15,131.99,13.62,362.31,9.69,7.28,0.69,2.20,16.75,10.38,14.64,5.67,6.88,17.64,0.90
National Standar,504882,NATIONSTD,INE166R01015,Realty,"Residential, Commercial Projects",107.74,215.48,19.22,19.40,11.21,-23.20,0.00,0.76,3.49,7.45,-13.00,-2.86,13.42,5.58,3.56
Natl. Aluminium,532234,NATIONALUM,INE139A01034,Non - Ferrous Metals,Aluminium,374.10,68708.40,10.18,19338.49,6750.67,47.33,3.07,3.18,29.42,15.12,9.02,17.83,6.11,7.77,0.17
Natl. Gen. Inds.,531651,,INE654H01011,Industrial Products,Iron & Steel Products,58.50,26.22,,10.55,-0.20,-21.33,0.00,0.72,-1.32,-0.51,15.30,-138.46,108.76,-12.57,
Natl. Oxygen,507813,,INE296D01010,Chemicals & Petrochemicals,Industrial Gases,59.10,29.80,,18.43,-6.42,-19.10,0.00,,,-8.34,-50.97,15.86,-22.53,-21.30,
Natl. Plastic,526616,,INE233D01013,Industrial Products,Plastic Products - Industrial,40.02,36.54,11.28,96.57,3.24,10.66,0.00,0.80,7.92,13.46,2.08,-19.00,5.45,-2.74,-1.58
Natl.Fertilizer,523630,NFL,INE870D01012,Fertilizers & Agrochemicals,Fertilizers,70.51,3459.08,9.49,22480.40,364.31,4.39,1.47,1.22,7.47,10.14,23.27,137.75,6.35,-10.07,-0.41
Natraj Proteins,530119,,INE444D01016,Agricultural Food & other Products,Edible Oil,40.84,15.32,3.43,105.98,4.46,6.65,0.00,0.46,3.48,13.46,0.15,579.57,7.02,-11.03,0.20
Natura Hue Chem,531834,,INE487B01019,Agricultural Food & other Products,Other Agricultural Products,38.74,16.06,,0.00,-1.19,,0.00,1.68,-11.72,-7.31,,-11800.00,-13.67,,
Natural Capsules,524654,NATCAPSUQ,INE936B01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,216.42,225.32,,190.71,-19.35,-0.40,0.00,1.28,-9.45,-3.74,8.84,-238.29,129.27,3.15,
Naturewings Hol.,544245,,INE0N4701016,Leisure Services,"Tour, Travel Related Services",68.00,24.20,15.61,30.27,1.55,5.72,2.35,1.89,14.13,12.37,40.99,43.52,7.56,37.28,0.46
Naturite Agro,538926,,INE223R01014,Agricultural Food & other Products,Other Agricultural Products,197.65,104.68,,28.56,-0.73,1.82,0.00,10.61,-7.32,0.39,82.96,72.24,218.10,66.01,
Nava,513023,NAVA,INE725A01030,Power,Power Generation,560.20,15871.17,20.96,4309.50,757.10,38.42,1.52,1.81,9.33,9.13,8.98,-27.55,8.59,6.74,-1.50
Navin Fluo.Intl.,532504,NAVINFLUOR,INE048G01026,Chemicals & Petrochemicals,Specialty Chemicals,8557.50,43912.48,55.21,3633.58,795.30,33.90,0.18,11.04,19.64,2.58,42.43,124.32,34.20,16.84,2.64
Navkar Corporat.,539332,NAVKARCORP,INE278M01019,Transport Services,Logistics Solution Provider,96.24,1448.60,36.24,739.76,39.97,17.69,0.00,0.74,1.56,4.76,45.58,238.93,11.90,15.90,-1.33
Navkar Urban.,531494,NAVKARURB,INE268H01044,Construction,Civil Construction,0.90,100.99,34.12,22.15,2.96,17.38,0.56,0.63,1.85,4.27,60.51,329.46,20.25,25.18,1.09
Navneet Educat.,508989,NAVNETEDUL,INE060A01024,Household Products,Stationary,131.21,2902.54,23.20,1715.00,125.13,14.23,2.29,1.42,8.03,6.28,-3.76,-37.89,11.07,0.53,-35.69
Nazara Technolo.,543280,NAZARA,INE418L01047,Entertainment,Digital Entertainment,368.65,14148.64,,1758.98,-207.22,-5.14,0.00,3.93,30.49,-1.61,-6.07,-267.34,-1038.15,18.79,
NBCC,534309,NBCC,INE095N01031,Construction,Civil Construction,86.60,23382.00,34.17,12755.65,684.36,5.18,1.15,7.75,20.40,5.59,3.79,7.53,17.64,13.24,2.58
NBI Indl. Fin.,,NBIFIN,INE365I01020,Finance,Non Banking Financial Company (NBFC),1981.90,585.62,42.16,21.61,13.89,85.56,0.04,0.22,0.42,3.17,55.47,65.16,31.53,25.03,1.27
NCC,500294,NCC,INE868B01028,Construction,Civil Construction,149.70,9398.86,13.01,21455.84,722.28,8.97,1.47,1.19,9.19,15.64,-1.81,-9.95,5.62,10.21,2.18
NCC Blue Water,519506,,INE630N01019,Food Products,Seafood,22.57,17.49,56.42,0.00,0.31,,0.00,1.20,2.43,6.38,,263.16,15.67,,-28.21
NCL Industries,502168,NCLIND,INE732C01016,Cement & Cement Products,Cement & Cement Products,177.81,804.28,6.49,1430.95,123.96,12.36,1.97,0.85,11.28,14.55,3.52,190.58,4.97,-5.10,0.21
NCL Res. & Finl.,530557,,INE132F01038,Finance,Non Banking Financial Company (NBFC),0.70,109.89,,6.01,-3.07,-53.58,0.00,1.00,-2.34,-3.21,-33.00,-214.55,-31.52,15.87,
NDA Securities,511535,,INE026C01013,Finance,Other Financial Services,27.00,16.06,,8.69,-1.04,-8.40,0.00,1.33,-0.65,-6.06,35.78,-168.87,-25.87,16.56,
NDL Ventures,500189,NDLVENTURE,INE353A01023,Finance,Other Financial Services,124.72,419.95,559.93,0.00,0.75,,0.40,7.09,1.53,0.25,-3.81,13.64,406.29,,11.21
NDR Auto Compon.,543214,NDRAUTO,INE07OG01012,Auto Components,Auto Components & Equipments,723.45,1720.75,26.31,858.77,65.40,11.21,0.55,4.81,18.94,4.97,18.18,18.22,15.97,27.94,0.89
NDR INVIT Trust,,NDRINVIT,INE0Q7Q23015,Commercial Services & Supplies,Diversified Commercial Services,145.00,6641.57,66.71,442.70,99.56,87.92,1.82,1.52,2.47,3.69,26.31,-22.78,21.29,24.72,1.93
NDTV,532529,NDTV,INE155G01029,Entertainment,TV Broadcasting & Software Production,74.27,837.95,,537.87,-328.59,-50.51,0.00,6.53,-339.79,-27.65,12.35,-37.07,-4.13,11.04,
Nectar Lifesci.,532649,NECLIFE,INE023H01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,12.19,236.80,,2.44,-73.16,-3520.08,0.00,0.41,-31.28,-61.25,-77.82,-9160.76,-1.64,,
Neelam Linens,,NEELAM,INE0N1401016,Textiles & Apparels,Other Textile Products,6.65,13.44,8.67,118.29,1.55,4.41,0.00,0.33,3.88,19.68,7.12,-42.59,4.13,4.53,-0.65
Neelamalai Agro,508670,NEAGI,INE605D01012,Agricultural Food & other Products,Tea & Coffee,3300.10,205.29,5.59,25.43,36.75,-6.37,0.61,0.63,9.33,18.53,9.85,37.02,5.09,0.69,3.14
Neelkanth,512565,,INE581D01015,Commercial Services & Supplies,Trading & Distributors,34.90,15.22,33.09,4.44,0.46,6.31,0.00,1.56,2.06,4.74,-10.12,1633.33,17.94,1.14,1.08
Neelkanth Rock,531049,,INE741D01015,Other Construction Materials,Other Construction Materials,58.00,29.23,97.43,0.00,0.30,,0.00,3.54,2.82,1.37,,42.86,73.03,,65.39
Neeraj Paper Mkt,539409,,INE894J01019,Commercial Services & Supplies,Trading & Distributors,19.00,20.90,36.03,166.10,0.58,0.84,0.00,0.74,1.82,5.32,-17.35,205.26,15.87,-8.73,
Neetu Yoshi,544434,,INE0UZO01024,Industrial Products,Castings & Forgings,186.35,723.27,28.91,98.35,25.02,31.14,0.00,5.27,27.52,4.43,39.33,52.47,21.12,82.31,0.10
Neil Industries,539016,,INE396C01010,Finance,Non Banking Financial Company (NBFC),6.85,13.39,8.53,3.99,1.57,83.96,0.00,0.22,2.49,15.94,18.40,28.69,5.45,9.60,-1.19
Nelcast,532864,NELCAST,INE189I01024,Industrial Products,Castings & Forgings,116.99,1017.83,24.78,1337.59,41.07,7.33,0.60,1.71,8.43,7.13,4.22,1.31,10.61,1.67,1.43
NELCO,504112,NELCO,INE045B01015,IT - Hardware,Computers Hardware & Equipments,911.25,2079.47,348.32,311.84,5.97,9.33,0.11,16.14,0.46,0.61,2.05,-11.82,64.26,-0.72,-5.05
Neo Infracon,514332,,INE216I01017,Realty,"Residential, Commercial Projects",41.49,22.03,44.96,6.02,0.49,16.94,0.00,2.88,12.53,4.87,-49.45,-65.73,18.14,7.55,0.48
Neochem Bio,,NEOCHEM,INE21UM01018,Chemicals & Petrochemicals,Specialty Chemicals,95.25,163.08,13.05,110.70,12.50,17.98,0.00,2.07,25.35,11.82,31.52,70.07,8.00,31.95,0.11
Neogen Chemicals,542665,NEOGEN,INE136S01016,Chemicals & Petrochemicals,Specialty Chemicals,2137.90,5853.93,164.62,925.53,35.56,16.64,0.05,6.91,3.58,1.84,18.00,-12.07,44.37,7.90,-9.78
Neopolitan Pizza,544269,,INE471R01019,Agricultural Food & other Products,Other Agricultural Products,7.35,12.50,62.50,29.53,0.20,1.69,0.00,0.44,0.70,2.83,-42.28,-51.22,20.26,13.79,-1.40
Nephro Care,,NEPHROCARE,INE0SUN01013,Healthcare Services,Hospital,93.55,154.23,27.39,88.73,3.37,9.38,0.00,2.71,6.11,3.25,92.77,17.42,14.98,73.16,2.20
Nephrocare Health Services,544647,NEPHROPLUS,INE428V01029,Healthcare Services,Healthcare Service Provider,697.05,7009.47,82.36,1052.82,85.11,22.40,0.00,6.26,8.83,2.43,32.16,11.62,26.08,31.70,0.80
Neptune Logitek,544663,,INE1NQ501012,Transport Services,Logistics Solution Provider,35.28,48.33,8.22,232.10,5.88,7.13,0.00,0.71,13.41,14.98,-9.48,-24.90,5.64,7.88,0.09
Neptune Pet.,,NEPTUNE,INE156901014,Chemicals & Petrochemicals,Petrochemicals,175.00,396.44,13.07,1052.05,30.34,3.02,0.00,2.33,25.58,10.42,10.98,20.88,9.43,14.12,0.30
NESCO,505355,NESCO,INE317F01035,Commercial Services & Supplies,Diversified Commercial Services,1047.60,7381.39,17.72,950.52,416.56,50.75,0.67,2.46,14.84,7.18,21.24,3.73,12.77,19.51,1.63
Nestle India,500790,NESTLEIND,INE239A01024,Food Products,Packaged Foods,1410.50,271988.73,72.44,24436.62,3754.89,23.52,0.85,51.23,73.17,1.87,19.30,24.81,46.72,11.07,5.54
Netlink Solns(I),509040,,INE040F01033,IT - Software,Software Products,161.20,40.77,56.62,0.03,0.72,-3700.00,0.00,1.26,6.47,1.27,-80.00,-86.64,61.02,-71.19,-2.33
Nettlinx,511658,,INE027D01019,Telecom - Services,Other Telecom Services,11.52,27.85,,19.95,-0.25,5.26,0.00,0.46,-0.96,2.00,-35.91,-103.75,20.08,-1.07,
Netweb Technol.,543945,NETWEB,INE0NT901020,IT - Services,IT Enabled Services,5193.00,30871.11,118.44,2702.04,260.65,13.34,0.06,40.88,32.79,1.22,107.70,102.07,79.03,69.93,1.86
Network People,544396,NPST,INE0FFK01017,Financial Technology (Fintech),Financial Technology (Fintech),1718.80,3586.02,80.30,217.76,44.66,25.11,0.12,8.14,15.00,1.85,47.17,25.13,45.30,68.39,0.96
Netwrk.18 Media,532798,NETWORK18,INE870H01013,Entertainment,Media & Entertainment,28.38,4376.20,,2169.22,-1.70,2.17,0.00,0.89,0.75,2.75,-48.53,98.67,22.46,-30.15,
Neueon Corporation,532887,NEUEON,INE333I01044,Electrical Equipment,Heavy Electrical Equipment,11.22,634.43,,11.57,-234.02,-1687.81,0.00,2.88,-43.73,-34.67,17.82,-104.55,-3.46,,
Neuland Labs.,524558,NEULANDLAB,INE794A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,22660.00,29072.53,58.41,2371.81,497.76,32.17,0.15,15.51,21.25,2.40,78.33,277.69,36.56,19.31,1.94
New India Assura,540769,NIACL,INE470Y01017,Insurance,General Insurance,229.91,37889.17,49.25,49962.43,769.28,-0.11,0.65,,4.92,1.75,11.34,-35.77,57.15,6.66,0.50
New Light Industries,540243,,INE835U01027,Commercial Services & Supplies,Trading & Distributors,1.44,12.61,60.05,6.65,0.21,2.71,0.00,0.85,2.88,3.12,-66.24,-84.78,29.63,5.08,1.46
New Markets Advi,508867,,INE800K01014,IT - Software,Software Products,67.05,68.66,,0.08,-0.65,-837.50,0.00,5.73,-9.34,-0.99,-75.76,-641.67,-100.83,35.72,
New Swan,544082,,INE0GEN01012,Auto Components,Auto Components & Equipments,40.90,77.78,8.10,177.23,9.60,11.95,1.22,0.88,11.42,15.01,11.64,-10.03,5.12,5.70,-4.66
Newgen Software,540900,NEWGEN,INE619B01017,IT - Software,Computers - Software & Consulting,524.80,7478.92,21.82,1610.42,342.80,25.87,1.14,4.20,19.59,6.39,7.88,8.01,14.49,17.36,0.97
Newjaisa Tech,,NEWJAISA,INE0PW501021,IT - Hardware,Computers Hardware & Equipments,17.75,63.50,,40.49,-17.42,-40.95,0.00,1.10,-25.69,-32.87,-38.33,-1441.59,-3.86,-3.12,
Newmalayalam St.,,NMSTEEL,INE0TP801012,Industrial Products,Iron & Steel Products,23.85,41.23,5.82,319.93,7.08,3.65,0.00,0.48,8.65,30.10,5.22,60.54,2.86,-3.36,1.04
Newtime Infra.,531959,,INE997D01021,Commercial Services & Supplies,Trading & Distributors,1.93,101.29,,3.56,-5.84,-97.75,0.00,2.84,-20.35,-1.96,-22.44,-93.38,-51.77,3.24,
Newtrac Foods,514060,,INE229N01010,Commercial Services & Supplies,Trading & Distributors,3.98,26.75,,24.95,-6.52,-28.58,0.00,5.56,-79.67,-22.46,-60.01,-555.94,-4.45,,
Nexome Cap. Mkt.,508905,,INE641A01013,Finance,Other Financial Services,105.95,113.74,9.37,34.38,12.14,37.38,1.42,0.54,7.46,14.94,-14.65,483.65,5.92,-3.93,0.05
Next Mediaworks,532416,NEXTMEDIA,INE747B01016,Entertainment,Media & Entertainment,3.89,26.02,,0.00,-4.27,,0.00,,,0.11,,9.92,927.57,,
Nexus Select,543913,NXST,INE0NDH25011,Realty,Real Estate Investment Trusts (REITs),165.89,25132.34,57.06,2634.94,440.42,67.39,1.47,1.90,2.69,4.00,12.33,-4.84,16.75,,0.14
Nexus Surgical,538874,,INE370Q01015,Finance,Other Financial Services,25.50,13.95,17.88,8.70,0.78,11.38,0.00,7.75,51.75,7.81,53.17,39.29,12.81,71.88,0.28
Nexxus Petro,544265,,INE0QUL01011,Chemicals & Petrochemicals,Petrochemicals,77.90,54.14,8.59,261.87,6.30,4.61,0.00,1.40,17.76,14.53,-14.12,3.45,5.68,22.40,0.19
NFP Sampoorna,,NFPSAMPOOR,INE0T1501010,Agricultural Food & other Products,Other Agricultural Products,20.60,26.03,5.75,51.06,4.53,18.10,0.00,,35.29,14.78,43.27,68.40,5.76,45.00,0.05
NGL Fine Chem,524774,NGLFINE,INE887E01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,2907.50,1796.84,35.62,524.63,50.44,13.56,0.06,5.61,15.59,3.70,40.98,181.16,21.75,21.12,1.10
NHC Foods,517554,,INE141C01036,Food Products,Other Food Products,2.58,196.58,7.34,860.49,26.80,4.39,0.00,0.95,9.25,15.66,123.75,311.67,5.96,,
NHPC Ltd,533098,NHPC,INE848E01016,Power,Power Generation,76.25,76593.39,20.17,12209.83,3796.59,42.81,2.11,1.85,9.32,4.55,12.02,24.48,15.98,3.07,-18.68
NIBE,535136,NIBE,INE149O01018,Aerospace & Defense,Aerospace & Defense,1336.60,2071.97,,454.96,-7.30,6.09,0.09,5.73,1.94,0.18,-5.17,-135.21,66.14,65.17,
Nicco Parks,526721,NICCOPAR,INE653C01022,Leisure Services,Amusement Parks/ Other Recreation,79.55,372.29,62.99,59.10,5.91,8.78,1.57,3.56,-490.10,2.33,-22.81,-64.07,30.99,-4.69,
Nidan Laborator.,,NIDAN,INE0J6L01013,Healthcare Services,Healthcare Service Provider,14.10,19.60,11.14,25.54,1.76,18.95,0.00,0.28,2.55,16.68,4.12,-10.20,4.30,1.71,-0.58
